Ratio_MonthlyCharges_tenure,Contract,tenure,MonthlyCharges,tenure_segment_encoded,TotalCharges,is_new_customer,PaymentMethod,InternetService,PaperlessBilling,Ratio_TotalCharges_MonthlyCharges*tenure,Churn
4.1269230769230765,1,12,53.65,1,696.35,0,1,1,0,1.0816247281764524,1
3.1018518518518516,0,26,83.75,3,2070.6,0,0,1,1,0.9509070034443169,1
2.037179487179487,0,38,79.45,3,3013.05,0,0,0,1,0.9979960915504621,1
2.1136363636363638,0,32,69.75,3,2347.9,0,0,1,1,1.051926523297491,1
9.825,0,1,19.65,0,19.65,1,3,2,0,1.0,1
6.583333333333333,0,5,39.5,0,210.75,1,0,1,0,1.0670886075949366,1
2.368292682926829,0,40,97.1,3,3706.95,0,0,1,1,0.9544155509783727,1
13.333333333333334,0,5,80.0,0,412.5,1,0,1,1,1.03125,1
7.7,0,10,84.7,1,832.05,0,3,0,1,0.982349468713105,1
29.849999999999998,0,2,89.55,0,185.55,1,0,1,1,1.0360134003350085,1
3.775,0,23,90.6,2,1943.2,0,0,1,1,0.9325271139264806,1
3.752083333333333,0,23,90.05,2,2169.8,0,0,0,1,1.047630543417908,1
1.9809999999999999,0,49,99.05,3,4853.75,0,0,0,1,1.000061811700955,1
23.25,0,2,69.75,0,144.55,1,0,0,0,1.0362007168458782,1
16.349999999999998,0,2,49.05,0,91.1,1,1,0,1,0.928644240570846,1
12.25625,0,7,98.05,1,713.0,0,0,0,1,1.0388285859983972,1
2.7261904761904763,0,41,114.5,3,4527.45,0,0,1,1,0.9644158057301097,1
26.983333333333334,0,2,80.95,0,171.15,1,0,1,1,1.057134033353922,1
3.476923076923077,1,25,90.4,3,2178.6,0,0,0,1,0.9639823008849557,1
14.0375,0,3,56.15,0,168.15,1,3,0,1,0.9982190560997329,1
18.880000000000003,0,4,94.4,0,387.2,1,0,1,1,1.0254237288135593,1
2.0776315789473685,0,37,78.95,3,2839.65,0,1,1,1,0.9721000290981292,1
2.2425,1,19,44.85,2,893.55,0,1,1,1,1.048582995951417,1
9.33125,0,7,74.65,1,544.55,0,3,1,0,1.0421012343316427,1
4.3133333333333335,0,14,64.7,2,941.0,0,0,1,1,1.0388606756458378,1
17.775,0,1,35.55,0,35.55,1,0,1,1,1.0,1
31.71666666666667,0,2,95.15,0,196.9,1,0,0,1,1.0346820809248554,1
6.903571428571429,0,13,96.65,2,1162.85,0,3,1,1,0.9255043973098809,1
15.675,0,1,31.35,0,31.35,1,3,1,1,1.0,1
6.903846153846154,0,12,89.75,1,1052.4,0,0,0,1,0.9771587743732592,1
1.5475409836065575,1,60,94.4,3,5610.25,0,0,1,1,0.9905102401129944,1
9.925,0,1,19.85,0,19.85,1,0,2,1,1.0,1
15.700000000000001,0,6,109.9,0,669.45,1,1,1,1,1.015241128298453,1
6.334375,0,15,101.35,2,1553.95,0,0,1,1,1.0221674066765334,1
30.075,0,1,60.15,0,60.15,1,0,0,1,1.0,1
11.30625,0,7,90.45,1,593.45,0,0,1,1,0.9372976387901762,1
1.7453703703703705,1,53,94.25,3,4867.95,0,0,0,1,0.9745157900005005,1
37.45,0,1,74.9,0,74.9,1,0,1,1,1.0,1
40.125,0,1,80.25,0,80.25,1,0,1,1,1.0,1
3.8333333333333335,0,17,69.0,2,1149.65,0,0,0,1,0.9800937766410913,1
5.529166666666666,0,11,66.35,1,740.8,0,0,0,1,1.015003082825238,1
4.3,0,19,86.0,2,1532.45,0,0,1,1,0.9378518971848225,1
20.075,0,3,80.3,0,250.05,1,0,0,1,1.0379825653798258,1
3.622,0,24,90.55,2,2282.55,0,1,1,1,1.0503175041413586,1
25.3,0,2,75.9,0,143.35,1,0,1,1,0.9443346508563899,1
22.925,0,1,45.85,0,45.85,1,1,0,1,1.0,1
2.9382352941176473,0,16,49.95,2,810.2,0,0,1,1,1.0137637637637638,1
2.237142857142857,0,34,78.3,3,2564.3,0,0,0,0,0.9632259033881754,1
19.2375,0,3,76.95,0,228.4,1,0,0,1,0.9893870478665799,1
22.65,0,1,45.3,0,45.3,1,0,0,0,1.0,1
1.2125,0,15,19.4,2,289.3,0,0,2,0,0.9941580756013746,1
7.5125,0,11,90.15,1,987.95,0,0,0,0,0.9962688448545354,1
22.525,0,1,45.05,0,45.05,1,1,1,0,1.0,1
37.9,0,1,75.8,0,75.8,1,0,0,0,1.0,1
9.9125,0,7,79.3,1,523.15,0,0,0,1,0.9424428030985407,1
10.299999999999999,0,2,30.9,0,59.05,1,0,1,1,0.9555016181229773,1
1.8358333333333334,1,59,110.15,3,6448.05,0,0,0,1,0.9921832324180432,1
8.333333333333334,0,8,75.0,1,632.95,0,0,1,0,1.0549166666666667,1
6.392857142857143,0,6,44.75,0,270.95,1,0,1,0,1.0091247672253258,1
3.670833333333333,0,11,44.05,1,483.7,0,0,1,1,0.9982457950675886,1
1.6274647887323943,1,70,115.55,3,8127.6,0,1,1,0,1.0048340236137727,1
4.484210526315789,0,18,85.2,2,1553.9,0,0,1,1,1.0132368283776734,1
2.79,0,34,97.65,3,3207.55,0,0,1,1,0.9661004186620884,1
2.2822916666666666,0,47,109.55,3,5124.55,0,0,0,1,0.9952804995290212,1
2.23875,1,39,89.55,3,3474.45,0,0,1,1,0.9948460249967788,1
9.725,0,1,19.45,0,19.45,1,1,2,1,1.0,1
4.07,0,4,20.35,0,76.35,1,1,2,0,0.9379606879606879,1
1.6583333333333334,1,59,99.5,3,5961.1,0,0,0,1,1.015433097691849,1
15.0,0,2,45.0,0,96.45,1,1,1,1,1.0716666666666668,1
10.075,0,1,20.15,0,20.15,1,1,2,0,1.0,1
1.5671641791044777,0,66,105.0,3,7133.25,0,1,1,1,1.0293290043290044,1
13.675,0,3,54.7,0,169.45,1,1,0,1,1.0326020719073734,1
5.816666666666666,0,14,87.25,2,1258.6,0,0,1,1,1.0303724928366762,1
7.2681818181818185,0,10,79.95,1,857.2,0,0,1,1,1.072170106316448,1
4.6499999999999995,0,18,88.35,2,1639.3,0,0,0,1,1.0308117965163806,1
9.475,0,9,94.75,1,889.9,0,0,1,1,1.0435649369686308,1
15.690000000000001,0,4,78.45,0,330.05,1,0,0,0,1.0517845761631612,1
14.040000000000001,0,4,70.2,0,237.95,1,0,1,1,0.8474002849002849,1
0.6841666666666666,0,59,41.05,3,2452.7,0,0,1,1,1.0126963810152976,1
7.781818181818181,0,10,85.6,1,813.85,0,0,0,1,0.9507593457943926,1
11.666666666666666,1,5,70.0,0,347.4,1,1,1,1,0.9925714285714285,1
24.975,0,1,49.95,0,49.95,1,0,0,1,1.0,1
3.010869565217391,0,22,69.25,2,1554.0,0,0,1,1,1.0200196914998358,1
1.7380952380952381,1,41,73.0,3,3001.2,0,0,0,1,1.0027397260273971,1
1.5392307692307692,1,64,100.05,3,6254.2,0,1,1,1,0.9767303848075962,1
1.8421052631578947,0,18,35.0,2,553.0,0,0,1,1,0.8777777777777778,1
38.0,0,1,76.0,0,76.0,1,0,1,0,1.0,1
5.26875,0,15,84.3,2,1308.4,0,0,0,1,1.0347172795571373,1
6.31875,0,15,101.1,2,1504.05,0,0,1,1,0.9917903066271019,1
25.225,0,1,50.45,0,50.45,1,0,1,1,1.0,1
7.688461538461539,0,12,99.95,1,1132.75,0,1,1,1,0.9444305486076371,1
30.46666666666667,0,2,91.4,0,193.6,1,0,0,1,1.0590809628008753,1
16.16,0,4,80.8,0,332.45,1,1,0,0,1.0286200495049505,1
5.882352941176471,0,16,100.0,2,1534.75,0,0,1,1,0.95921875,1
10.275,0,1,20.55,0,20.55,1,0,2,0,1.0,1
14.216666666666667,0,5,85.3,0,424.15,1,0,0,1,0.9944900351699882,1
14.080000000000002,0,4,70.4,0,281.0,1,0,0,0,0.9978693181818181,1
2.6,0,37,98.8,3,3475.55,0,0,0,0,0.95074679943101,1
5.314285714285715,0,13,74.4,2,896.75,0,1,0,1,0.9271608767576509,1
3.95,0,24,98.75,2,2407.3,0,0,1,1,1.0157383966244726,1
1.7096774193548387,1,61,106.0,3,6547.7,0,0,0,1,1.012635323229199,1
2.492857142857143,0,41,104.7,3,4346.4,0,0,1,1,1.012509609336781,1
18.349999999999998,0,2,55.05,0,102.75,1,1,0,1,0.9332425068119892,1
2.1944444444444446,1,8,19.75,1,145.0,0,1,2,1,0.9177215189873418,1
4.258333333333334,0,17,76.65,2,1313.55,0,0,1,1,1.0080580177276388,1
14.200000000000001,0,2,42.6,0,72.4,1,0,1,1,0.8497652582159625,1
2.295,0,29,68.85,3,1970.5,0,0,1,1,0.9869030626299051,1
30.0,0,2,90.0,0,190.05,1,1,1,0,1.0558333333333334,1
5.0233333333333325,0,14,75.35,2,1025.95,0,0,1,0,0.9725566404398522,1
11.205555555555556,0,8,100.85,1,819.55,0,0,1,0,1.0158031730292514,1
11.658333333333333,0,5,69.95,0,330.15,1,0,0,0,0.9439599714081486,1
1.6796875,1,63,107.5,3,6873.75,0,0,0,1,1.0149501661129567,1
22.925,0,1,45.85,0,45.85,1,1,0,1,1.0,1
1.9648148148148148,1,53,106.1,3,5769.75,0,0,1,1,1.026043426457774,1
45.85,0,1,91.7,0,91.7,1,0,0,0,1.0,1
5.623529411764705,0,16,95.6,2,1555.65,0,1,0,1,1.0170305962343098,1
37.475,0,1,74.95,0,74.95,1,0,1,1,1.0,1
1.4850746268656716,0,66,99.5,3,6710.5,0,0,1,0,1.0218516826557027,1
5.477777777777778,1,17,98.6,2,1704.95,0,0,0,0,1.0171518911824367,1
7.4375,0,7,59.5,1,415.95,0,1,1,1,0.9986794717887154,1
1.8127906976744186,0,42,77.95,3,3384.0,0,1,0,1,1.0336296160542473,1
2.911290322580645,0,30,90.25,3,2755.35,0,0,1,1,1.0176731301939057,1
4.040625,0,15,64.65,2,994.55,0,0,1,1,1.025573601443671,1
1.285294117647059,1,67,87.4,3,5918.8,0,0,1,0,1.0107585641586119,1
2.401388888888889,0,35,86.45,3,3029.1,0,0,1,1,1.0011071635131785,1
1.7236842105263157,1,56,98.25,3,5508.35,0,0,1,1,1.0011541257724466,1
7.575,0,9,75.75,1,655.9,0,0,1,1,0.962082874954162,1
2.1653061224489796,1,48,106.1,3,5082.8,0,1,1,1,0.9980364436066606,1
3.137142857142857,0,34,109.8,3,3587.25,0,1,0,1,0.9609048537447766,1
6.625,0,11,79.5,1,868.5,0,0,0,1,0.9931389365351629,1
42.9,0,1,85.8,0,85.8,1,1,1,0,1.0,1
11.075,0,3,44.3,0,134.5,1,1,0,0,1.012039127163281,1
2.077450980392157,0,50,105.95,3,5341.8,0,1,1,0,1.0083624351109015,1
11.625,0,5,69.75,0,324.6,1,0,1,1,0.930752688172043,1
1.8201923076923079,0,51,94.65,3,4812.75,0,0,1,1,0.9970168733103383,1
2.043617021276596,0,46,96.05,3,4399.5,0,0,1,0,0.9957449697847588,1
2.7047619047619045,0,41,113.6,3,4594.95,0,0,0,1,0.9865488663689455,1
2.6300000000000003,0,29,78.9,3,2384.15,0,0,1,1,1.041978060399458,1
2.224074074074074,0,26,60.05,3,1616.15,0,0,1,1,1.0351309805930955,1
17.35,0,1,34.7,0,34.7,1,0,1,1,1.0,1
21.325,0,3,85.3,0,264.8,1,0,1,1,1.0347792106291522,1
1.5291044776119402,1,66,102.45,3,6615.15,0,1,0,1,0.9783264563645236,1
4.745454545454546,0,21,104.4,2,2200.25,0,0,1,1,1.003580550994344,1
49.875,0,1,99.75,0,99.75,1,0,0,1,1.0,1
14.88,0,4,74.4,0,299.7,1,0,0,1,1.007056451612903,1
7.425,0,9,74.25,1,639.65,0,1,0,1,0.9572016460905349,1
29.925,0,1,59.85,0,59.85,1,0,1,1,1.0,1
4.54,0,9,45.4,1,418.8,0,0,1,1,1.02496328928047,1
9.75,0,1,19.5,0,19.5,1,1,2,0,1.0,1
34.95,0,1,69.9,0,69.9,1,0,1,1,1.0,1
29.05,0,2,87.15,0,183.75,1,0,0,1,1.0542168674698795,1
21.1875,0,3,84.75,0,264.85,1,0,1,1,1.041691248770895,1
5.996666666666667,0,14,89.95,2,1178.4,0,0,0,1,0.9357579607718575,1
26.333333333333332,0,2,79.0,0,143.65,1,0,0,0,0.9091772151898735,1
1.0605263157894735,1,18,20.15,2,390.85,0,0,2,0,1.0776123518059002,1
35.825,0,1,71.65,0,71.65,1,0,1,1,1.0,1
4.07,0,4,20.35,0,77.5,1,1,2,0,0.952088452088452,1
2.16025641025641,0,38,84.25,3,3264.5,0,1,0,1,1.0196782758082148,1
6.007692307692308,0,12,78.1,1,947.3,0,0,1,0,1.0107767819035425,1
4.4825,0,19,89.65,2,1761.05,0,1,1,0,1.0338744239293156,1
8.972727272727273,0,10,98.7,1,973.25,0,0,0,1,0.9860688956433638,1
38.175,0,1,76.35,0,76.35,1,0,0,0,1.0,1
3.297916666666667,0,23,79.15,2,1676.95,0,0,0,1,0.9211733362630119,1
2.7046875,0,31,86.55,3,2697.4,0,1,0,1,1.005348390823876,1
3.6925,0,19,73.85,2,1424.5,0,1,1,1,1.015215764529808,1
3.84,0,24,96.0,2,2122.45,0,0,0,1,0.9212022569444444,1
10.025,0,1,20.05,0,20.05,1,0,2,0,1.0,1
1.6462121212121212,2,65,108.65,3,6937.95,0,0,0,0,0.9823993769690962,1
4.140909090909091,0,10,45.55,1,402.6,0,0,1,1,0.8838638858397366,1
11.700000000000001,0,2,35.1,0,68.75,1,0,1,1,0.9793447293447293,1
23.1,0,1,46.2,0,46.2,1,1,0,0,1.0,1
22.575,0,1,45.15,0,45.15,1,0,0,0,1.0,1
3.66,0,19,73.2,2,1441.1,0,0,1,1,1.0361662352602818,1
1.6103773584905658,0,52,85.35,3,4338.6,0,0,1,1,0.9775584696498582,1
22.975,0,1,45.95,0,45.95,1,1,1,0,1.0,1
20.9375,0,3,83.75,0,247.25,1,0,0,0,0.9840796019900497,1
35.025,0,1,70.05,0,70.05,1,0,0,1,1.0,1
28.666666666666668,0,2,86.0,0,165.45,1,0,1,1,0.9619186046511627,1
4.273529411764706,0,16,72.65,2,1194.3,0,0,0,0,1.0274432209222297,1
10.5,0,1,21.0,0,21.0,1,0,2,1,1.0,1
1.6570175438596493,0,56,94.45,3,5124.6,0,0,1,1,0.9688799818498073,1
1.8844444444444444,0,44,84.8,3,3862.55,0,0,1,1,1.0352031518010292,1
25.45,0,1,50.9,0,50.9,1,1,1,0,1.0,1
1.996,0,49,99.8,3,4872.45,0,0,0,1,0.9963702916036153,1
2.236458333333333,0,47,107.35,3,5118.95,0,0,1,1,1.0145675806915142,1
0.6109375,0,31,19.55,3,658.95,0,1,2,1,1.0872865275142314,1
19.775,0,3,79.1,0,246.5,1,0,1,1,1.0387694900969238,1
2.8333333333333335,0,8,25.5,1,215.2,0,3,0,0,1.0549019607843138,1
26.916666666666668,0,2,80.75,0,159.45,1,0,0,0,0.9873065015479875,1
1.3916666666666666,0,65,91.85,3,5940.85,0,0,0,1,0.9950755830995353,1
37.675,0,1,75.35,0,75.35,1,0,0,1,1.0,1
37.725,0,1,75.45,0,75.45,1,0,1,1,1.0,1
1.982,0,24,49.55,2,1210.4,0,0,0,1,1.0178271106626307,1
1.1228571428571428,1,69,78.6,3,5356.45,0,1,0,1,0.9876553453553122,1
10.1375,0,7,81.1,1,576.65,0,0,0,1,1.01576536903294,1
6.245833333333334,0,11,74.95,1,825.7,0,0,1,1,1.0015161622900115,1
1.730508474576271,0,58,102.1,3,5885.4,0,1,1,1,0.9938532203046372,1
6.0600000000000005,0,14,90.9,2,1259.0,0,0,1,1,0.9893132170359892,1
2.246153846153846,0,12,29.2,1,309.1,0,3,1,0,0.8821347031963471,1
3.428846153846154,0,25,89.15,3,2257.75,0,0,1,1,1.0130117779024117,1
22.85,0,1,45.7,0,45.7,1,0,0,1,1.0,1
14.866666666666667,0,2,44.6,0,97.1,1,0,1,0,1.0885650224215246,1
3.122916666666667,0,23,74.95,2,1710.45,0,0,0,1,0.9922267018592105,1
1.6422413793103448,2,57,95.25,3,5464.65,0,0,1,1,1.0065202376018787,1
3.594,0,24,89.85,2,2165.05,0,3,1,1,1.004011315154888,1
2.009,1,49,100.45,3,4941.8,0,3,1,0,1.0040125557440498,1
7.858333333333333,0,5,47.15,0,223.15,1,0,0,0,0.9465535524920466,1
26.733333333333334,0,2,80.2,0,181.1,1,0,1,1,1.1290523690773067,1
17.419999999999998,0,4,87.1,0,341.45,1,3,1,1,0.9800516647531573,1
12.65,0,5,75.9,0,357.75,1,0,0,1,0.9426877470355731,1
2.0572916666666665,0,47,98.75,3,4533.7,0,0,0,1,0.9768273633180716,1
7.859090909090909,0,10,86.45,1,830.85,0,0,1,0,0.9610757663389242,1
22.65,0,1,45.3,0,45.3,1,3,0,1,1.0,1
1.5308823529411764,1,67,104.1,3,7040.85,0,0,0,0,1.009484278893716,1
1.3323529411764705,1,67,90.6,3,6056.15,0,1,1,1,0.9976854139896544,1
5.509375,0,15,88.15,2,1390.6,0,0,0,0,1.051692191340518,1
10.1,0,1,20.2,0,20.2,1,3,2,1,1.0,1
3.3629629629629627,0,26,90.8,3,2361.8,0,0,0,1,1.0004235852253476,1
3.4499999999999997,0,22,79.35,2,1730.35,0,0,0,1,0.991206965687117,1
1.7364583333333332,0,47,83.35,3,4065.0,0,0,1,1,1.037664807464039,1
16.466666666666665,0,2,49.4,0,106.55,1,0,1,1,1.0784412955465588,1
3.4434782608695653,0,22,79.2,2,1742.75,0,0,1,1,1.0002008723599631,1
6.0875,0,7,48.7,1,340.25,0,0,1,0,0.9980932824875329,1
47.8,0,1,95.6,0,95.6,1,0,1,1,1.0,1
1.195,0,49,59.75,3,2934.3,0,1,0,1,1.0022372128767825,1
35.675,0,1,71.35,0,71.35,1,0,0,0,1.0,1
10.075,0,1,20.15,0,20.15,1,3,2,1,1.0,1
34.875,0,1,69.75,0,69.75,1,0,0,0,1.0,1
4.491666666666666,0,17,80.85,2,1400.85,0,0,1,0,1.0192076830732293,1
6.7299999999999995,0,4,33.65,0,137.85,1,0,1,1,1.0241456166419018,1
39.975,0,1,79.95,0,79.95,1,0,0,1,1.0,1
9.65,0,1,19.3,0,19.3,1,0,2,0,1.0,1
2.610526315789474,1,37,99.2,3,3754.6,0,0,1,1,1.0229402789886661,1
9.466666666666667,0,8,85.2,1,627.4,0,1,0,1,0.9204812206572769,1
18.8125,0,3,75.25,0,242.0,1,0,1,0,1.071982281284607,1
27.175,0,1,54.35,0,54.35,1,0,1,0,1.0,1
4.158333333333333,0,5,24.95,0,100.4,1,0,1,1,0.804809619238477,1
1.0329268292682927,1,40,42.35,3,1716.45,0,0,1,1,1.0132526564344746,1
37.65,0,1,75.3,0,75.3,1,0,1,1,1.0,1
1.823076923076923,1,51,94.8,3,4837.6,0,0,0,1,1.0005791346074295,1
2.533823529411765,0,33,86.15,3,2745.7,0,1,0,0,0.9657925746143968,1
2.7419354838709675,0,30,85.0,3,2624.25,0,0,1,1,1.0291176470588235,1
26.849999999999998,0,2,80.55,0,184.1,1,0,0,0,1.1427684667908131,1
25.266666666666666,0,2,75.8,0,160.75,1,0,1,1,1.0603562005277045,1
2.7467741935483874,0,30,85.15,3,2555.9,0,0,0,0,1.0005480524564494,1
2.19,0,24,54.75,2,1338.15,0,0,0,0,1.01837899543379,1
39.75,0,1,79.5,0,79.5,1,0,1,1,1.0,1
1.636764705882353,1,67,111.3,3,7482.1,0,0,0,1,1.0033525096887532,1
10.78125,0,7,86.25,1,587.1,0,0,0,1,0.9724223602484472,1
5.753333333333333,0,14,86.3,2,1180.95,0,0,1,1,0.9774457871213376,1
3.1017241379310345,0,28,89.95,3,2625.55,0,0,1,1,1.042464067338998,1
6.363636363636363,0,10,70.0,1,740.0,0,0,1,1,1.0571428571428572,1
1.84,1,34,64.4,3,2088.75,0,3,1,1,0.9539413591523564,1
51.225,0,1,102.45,0,102.45,1,0,1,1,1.0,1
20.025,0,3,80.1,0,217.55,1,1,1,0,0.9053266749895964,1
26.733333333333334,0,2,80.2,0,146.05,1,0,1,1,0.9105361596009975,1
14.021428571428572,0,6,98.15,0,567.45,1,0,0,1,0.9635761589403973,1
8.688461538461539,0,12,112.95,1,1384.75,0,3,1,1,1.0216541242437656,1
35.45,0,1,70.9,0,70.9,1,3,0,0,1.0,1
4.160416666666666,0,23,99.85,2,2331.3,0,0,0,1,1.015131392741286,1
37.25,0,1,74.5,0,74.5,1,0,1,1,1.0,1
1.6537878787878788,0,65,109.15,3,6941.2,0,0,0,1,0.9783572359843546,1
3.835294117647059,0,16,65.2,2,1043.35,0,1,0,1,1.0001437883435582,1
35.775,0,1,71.55,0,71.55,1,3,1,1,1.0,1
1.738888888888889,0,53,93.9,3,5029.2,0,0,1,0,1.0105491590813187,1
3.482142857142857,0,13,48.75,2,633.4,0,0,0,1,0.999447731755424,1
17.130000000000003,0,4,85.65,0,321.65,1,0,1,1,0.9388499708114418,1
8.207692307692309,0,12,106.7,1,1253.9,0,0,1,1,0.9793033427054045,1
12.575,0,1,25.15,0,25.15,1,0,1,1,1.0,1
2.0063636363636363,1,54,110.35,3,5893.15,0,0,0,0,0.988966084344426,1
2.107142857142857,1,48,103.25,3,5037.55,0,1,1,1,1.016454802259887,1
15.933333333333332,0,2,47.8,0,92.45,1,0,1,1,0.967050209205021,1
3.2866666666666666,0,29,98.6,3,2933.2,0,1,1,1,1.0258096104077778,1
3.9111111111111114,0,17,70.4,2,1214.05,0,0,1,1,1.0144134358288768,1
22.975,0,1,45.95,0,45.95,1,3,1,0,1.0,1
42.775,0,1,85.55,0,85.55,1,1,0,1,1.0,1
1.9527777777777777,0,35,70.3,3,2416.55,0,0,0,1,0.982137776874619,1
3.0500000000000003,1,33,103.7,3,3467.0,0,3,0,1,1.0131205984629321,1
44.175,0,1,88.35,0,88.35,1,0,0,1,1.0,1
10.466666666666667,0,8,94.2,1,777.3,0,0,1,1,1.0314490445859872,1
16.041666666666668,0,5,96.25,0,512.45,1,0,1,1,1.064831168831169,1
23.566666666666666,0,2,70.7,0,141.45,1,0,0,1,1.0003536067892502,1
0.7802325581395348,1,42,33.55,3,1445.3,0,3,1,0,1.025690156837698,1
1.9474137931034483,2,57,112.95,3,6465.0,0,0,1,1,1.0041704526921553,1
17.95,0,1,35.9,0,35.9,1,0,0,0,1.0,1
2.5448717948717947,0,38,99.25,3,3777.15,0,0,1,1,1.0014980776879225,1
11.483333333333333,0,8,103.35,1,847.3,0,0,0,1,1.0247943880019352,1
4.7368421052631575,0,18,90.0,2,1527.35,0,1,1,1,0.9428086419753086,1
3.658620689655172,1,28,106.1,3,2847.4,0,0,1,0,0.9584623670391815,1
14.891666666666666,0,5,89.35,0,461.7,1,0,1,1,1.033463905987689,1
38.575,0,1,77.15,0,77.15,1,0,1,1,1.0,1
17.625,0,1,35.25,0,35.25,1,0,1,1,1.0,1
9.709999999999999,0,4,48.55,0,201.0,1,0,0,1,1.035015447991761,1
1.8222222222222224,0,53,98.4,3,5149.5,0,1,1,1,0.9874022089277495,1
5.363333333333333,0,14,80.45,2,1072.0,0,0,0,1,0.9517890437716418,1
1.7265625,0,31,55.25,3,1715.65,0,0,1,1,1.0016931834768648,1
3.8892857142857147,0,13,54.45,2,706.85,0,0,1,1,0.9985872713145441,1
2.0930555555555554,0,35,75.35,3,2636.05,0,1,1,0,0.9995449805668785,1
25.233333333333334,0,2,75.7,0,189.2,1,0,1,1,1.249669749009247,1
37.125,0,1,74.25,0,74.25,1,3,1,1,1.0,1
9.7,0,1,19.4,0,19.4,1,3,2,0,1.0,1
8.33,0,9,83.3,1,803.3,0,0,1,1,1.0714952647725757,1
8.899999999999999,0,8,80.1,1,679.3,0,0,1,1,1.0600811485642947,1
0.9730769230769231,1,25,25.3,3,676.35,0,0,2,0,1.0693280632411069,1
7.010714285714286,0,13,98.15,2,1230.25,0,3,0,0,0.9641835495121281,1
1.9936170212765958,0,46,93.7,3,4154.8,0,0,1,1,0.9639459885852165,1
4.315789473684211,1,18,82.0,2,1425.45,0,1,1,1,0.9657520325203253,1
1.569672131147541,0,60,95.75,3,5742.9,0,0,1,1,0.9996344647519582,1
3.0338709677419353,0,30,94.05,3,2866.45,0,1,1,1,1.0159312422470317,1
27.375,0,1,54.75,0,54.75,1,3,0,1,1.0,1
47.3,0,1,94.6,0,94.6,1,0,0,1,1.0,1
4.3125,0,7,34.5,1,279.25,0,0,0,1,1.1563146997929608,1
1.7024193548387097,0,61,105.55,3,6281.45,0,0,0,1,0.9756000962949732,1
0.7525000000000001,0,39,30.1,3,1131.3,0,1,0,0,0.9637107078967543,1
6.390909090909091,0,10,70.3,1,738.2,0,0,0,1,1.0500711237553344,1
40.1,0,1,80.2,0,80.2,1,3,1,1,1.0,1
1.3875,1,67,94.35,3,6341.45,0,1,0,1,1.0031638310830584,1
6.371428571428572,0,6,44.6,0,260.8,1,0,0,1,0.9745889387144993,1
9.8,0,1,19.6,0,19.6,1,1,2,1,1.0,1
23.566666666666666,0,2,70.7,0,140.7,1,1,1,0,0.9950495049504949,1
42.4,0,1,84.8,0,84.8,1,0,1,1,1.0,1
1.9811320754716981,1,52,105.0,3,5426.85,0,0,0,1,0.9939285714285715,1
2.367391304347826,0,22,54.45,2,1127.35,0,0,1,1,0.9411052675515484,1
1.7770833333333333,0,47,85.3,3,4045.65,0,0,1,1,1.0091167593724277,1
2.451470588235294,0,33,83.35,3,2757.85,0,0,0,1,1.0026540146516152,1
1.763157894736842,0,18,33.5,2,600.0,0,1,1,1,0.9950248756218906,1
3.614,0,24,90.35,2,2238.5,0,0,0,1,1.0323279837668329,1
45.375,0,1,90.75,0,90.75,1,0,0,1,1.0,1
17.919999999999998,0,4,89.6,0,365.65,1,1,0,0,1.0202287946428572,1
16.416666666666668,0,2,49.25,0,90.35,1,0,0,1,0.917258883248731,1
9.875,0,1,19.75,0,19.75,1,1,2,0,1.0,1
4.7575,0,19,95.15,2,1789.25,0,0,1,1,0.989711535802196,1
4.406521739130435,0,22,101.35,2,2317.1,0,0,1,1,1.0391980983988878,1
14.01,0,4,70.05,0,266.9,1,1,1,1,0.9525339043540328,1
14.930000000000001,0,4,74.65,0,301.4,1,0,1,1,1.0093770931011385,1
10.08,0,4,50.4,0,206.6,1,1,1,0,1.0248015873015872,1
9.95625,0,7,79.65,1,604.7,0,1,1,1,1.084566406600305,1
13.125,0,5,78.75,0,412.1,1,0,0,1,1.0466031746031748,1
25.05,0,1,50.1,0,50.1,1,1,0,1,1.0,1
25.46666666666667,0,2,76.4,0,151.8,1,0,1,0,0.993455497382199,1
24.675,0,3,98.7,0,293.65,1,0,1,1,0.9917257683215128,1
3.106896551724138,1,28,90.1,3,2598.95,0,0,1,1,1.0301847153955923,1
3.221875,0,15,51.55,2,765.5,0,0,1,0,0.9899773682508891,1
15.808333333333332,0,5,94.85,0,462.8,1,0,0,1,0.9758566157090143,1
28.566666666666666,0,2,85.7,0,169.8,1,0,0,1,0.9906651108518086,1
22.2,0,1,44.4,0,44.4,1,1,0,0,1.0,1
8.91,0,4,44.55,0,174.3,1,0,1,1,0.9781144781144783,1
1.10625,0,31,35.4,3,1077.5,0,0,1,0,0.9818662292691819,1
47.825,0,1,95.65,0,95.65,1,1,1,0,1.0,1
10.475,0,1,20.95,0,20.95,1,1,2,0,1.0,1
1.234375,0,15,19.75,2,297.3,0,0,2,0,1.0035443037974683,1
5.141666666666667,0,17,92.55,2,1515.1,0,0,0,1,0.9629770871071281,1
8.535,0,9,85.35,1,758.6,0,0,0,1,0.9875675323829982,1
2.8576923076923078,1,25,74.3,3,1863.8,0,1,1,0,1.0033916554508748,1
19.619999999999997,0,4,98.1,0,396.3,1,0,0,1,1.0099388379204894,1
2.15,2,50,109.65,3,5551.15,0,0,0,1,1.0125216598267213,1
25.2375,0,3,100.95,0,329.95,1,0,1,1,1.0894832425293048,1
